rank,feature_id,benchmark,task_id,task_idx,source_text,tokens,filename,rms_normalized,transition,max_activation,position,position_percent,token_text,context,encoder_base_contribution,encoder_finetuned_contribution
38,3602,bigcodebench,BigCodeBench/236,236,deepseek_base,460,same_text__bigcodebench__task_0236__gen_00__BigCodeBench_236.npz,True,improvement,28.062763214111328,275,59.78260869565217,_,task_func.py\nimport unittest\nimport pandas as pd\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self,9.277728080749512,18.790637969970703
39,3602,bigcodebench,BigCodeBench/0,0,deepseek_base,289,same_text__bigcodebench__task_0000__gen_00__BigCodeBench_0.npz,True,both_fail,27.919601440429688,199,68.85813148788927,_,\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self,10.123944282531738,17.801233291625977
40,3602,bigcodebench,BigCodeBench/712,712,deepseek_base,122,same_text__bigcodebench__task_0712__gen_00__BigCodeBench_712.npz,True,improvement,27.90646743774414,119,97.54098360655738,_,func.py\nimport os\nimport shutil\nimport glob\nimport pytest\nfrom task_func import task_func\n,9.406641006469727,18.505403518676758
41,3602,bigcodebench,BigCodeBench/669,669,deepseek_base,340,same_text__bigcodebench__task_0669__gen_00__BigCodeBench_669.npz,True,both_fail,27.856904983520508,208,61.1764705882353,_,_pair\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self,9.58217716217041,18.280305862426758
42,3602,bigcodebench,BigCodeBench/5,5,deepseek_base,173,same_text__bigcodebench__task_0005__gen_00__BigCodeBench_5.npz,True,improvement,27.848783493041992,170,98.26589595375722,_,dict\n\n#tests/test_task_func.py\nimport pytest\nfrom task_func import task_func\n,10.961177825927734,16.8931884765625
43,3602,bigcodebench,BigCodeBench/798,798,deepseek_base,502,same_text__bigcodebench__task_0798__gen_00__BigCodeBench_798.npz,True,both_fail,27.720783233642578,208,41.43426294820717,_,task_func.py\nimport unittest\nimport os\nimport shutil\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def setUp(self):\n       ,10.37814712524414,17.348224639892578
44,3602,bigcodebench,BigCodeBench/1076,1076,deepseek_base,512,same_text__bigcodebench__task_1076__gen_00__BigCodeBench_1076.npz,True,both_fail,27.614957809448242,200,39.0625,_,task_func.py\nimport unittest\nimport pandas as pd\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n\n    def test_task_func(,10.829962730407715,16.790586471557617
45,3602,bigcodebench,BigCodeBench/178,178,deepseek_base,365,same_text__bigcodebench__task_0178__gen_00__BigCodeBench_178.npz,True,improvement,27.484115600585938,146,40.0,_,\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_valid_ip_address,10.695028305053711,16.794666290283203
46,3602,bigcodebench,BigCodeBench/316,316,deepseek_base,368,same_text__bigcodebench__task_0316__gen_00__BigCodeBench_316.npz,True,improvement,27.424015045166016,117,31.793478260869566,_,_task.py\nimport unittest\nimport pandas as pd\nimport random\nfrom task import task_func\n\nclass TestTask(unittest.TestCase):\n    def test_task_func(self):,10.69192123413086,16.737674713134766
47,3602,bigcodebench,BigCodeBench/300,300,deepseek_base,258,same_text__bigcodebench__task_0300__gen_00__BigCodeBench_300.npz,True,both_fail,27.396617889404297,255,98.83720930232558,_,_task_func.py\nimport pandas as pd\nimport pytest\nfrom task_func import task_func\n,8.34524917602539,19.056926727294922
48,3602,bigcodebench,BigCodeBench/81,81,deepseek_base,453,same_text__bigcodebench__task_0081__gen_00__BigCodeBench_81.npz,True,improvement,27.38854217529297,136,30.02207505518764,_," Flask\nfrom flask_restful import Resource, Api\nimport requests\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def setUp(self):\n       ",10.471089363098145,16.92304039001465
49,3602,bigcodebench,BigCodeBench/737,737,deepseek_base,302,same_text__bigcodebench__task_0737__gen_00__BigCodeBench_737.npz,True,both_fail,27.374759674072266,172,56.95364238410596,_, return median\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self,9.552734375,17.827625274658203
50,3602,bigcodebench,BigCodeBench/61,61,deepseek_base,497,same_text__bigcodebench__task_0061__gen_00__BigCodeBench_61.npz,True,both_fail,27.347797393798828,333,67.00201207243461,_,\nimport numpy as np\nimport matplotlib.pyplot as plt\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self,9.017722129821777,18.33561897277832
51,3602,bigcodebench,BigCodeBench/1136,1136,deepseek_base,237,same_text__bigcodebench__task_1136__gen_00__BigCodeBench_1136.npz,True,both_fail,27.264095306396484,234,98.73417721518987,_,test\nimport os\nimport csv\nimport re\nimport bs4\nimport requests\nfrom task import task_func\n,10.098565101623535,17.171106338500977
52,3602,bigcodebench,BigCodeBench/625,625,deepseek_base,453,same_text__bigcodebench__task_0625__gen_00__BigCodeBench_625.npz,True,improvement,27.029743194580078,218,48.12362030905077,_,task_func.py\nimport unittest\nimport pandas as pd\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self,10.222670555114746,16.812664031982422
53,3602,bigcodebench,BigCodeBench/367,367,deepseek_base,499,same_text__bigcodebench__task_0367__gen_00__BigCodeBench_367.npz,True,both_fail,27.001197814941406,315,63.12625250501002,_,\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\nfrom datetime import datetime\n\n\nclass TestTaskFunc(unittest.TestCase):\n    def test,9.01638412475586,17.990386962890625
54,3602,bigcodebench,BigCodeBench/1132,1132,deepseek_base,309,same_text__bigcodebench__task_1132__gen_00__BigCodeBench_1132.npz,True,both_fail,26.80554962158203,116,37.54045307443366,_,\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self,10.834933280944824,15.976181983947754
55,3602,bigcodebench,BigCodeBench/103,103,deepseek_base,454,same_text__bigcodebench__task_0103__gen_00__BigCodeBench_103.npz,True,both_fail,26.632566452026367,451,99.33920704845815,_,task_func.py\nimport unittest\nimport pandas as pd\nfrom task_func import task_func\n,8.908007621765137,17.730154037475586
56,3602,bigcodebench,BigCodeBench/592,592,deepseek_base,461,same_text__bigcodebench__task_0592__gen_00__BigCodeBench_592.npz,True,both_fail,26.57351303100586,301,65.29284164859003,_,.py\nimport unittest\nimport os\nimport csv\nfrom datetime import datetime\nfrom task import task_func\n\nclass TestTask(unittest.TestCase):\n    def test_task_func(self):,9.426716804504395,17.15237045288086
57,3602,bigcodebench,BigCodeBench/1127,1127,deepseek_base,304,same_text__bigcodebench__task_1127__gen_00__BigCodeBench_1127.npz,True,both_fail,26.440982818603516,201,66.11842105263158,_, return output\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n\n    def test_task_func(,8.724464416503906,17.722089767456055
58,3602,bigcodebench,BigCodeBench/97,97,deepseek_base,511,same_text__bigcodebench__task_0097__gen_00__BigCodeBench_97.npz,True,improvement,26.427377700805664,158,30.919765166340508,_,tests/test_task_func.py\nimport unittest\nimport math\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self,9.803611755371094,16.629337310791016
59,3602,bigcodebench,BigCodeBench/364,364,deepseek_base,486,same_text__bigcodebench__task_0364__gen_00__BigCodeBench_364.npz,True,improvement,26.408485412597656,153,31.48148148148148,_,task_func.py\nimport unittest\nimport pandas as pd\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def setUp(self):\n       ,9.729632377624512,16.684412002563477
60,3602,bigcodebench,BigCodeBench/203,203,deepseek_base,404,same_text__bigcodebench__task_0203__gen_00__BigCodeBench_203.npz,True,improvement,26.335529327392578,197,48.76237623762376,_,.py\nimport unittest\nfrom unittest.mock import MagicMock\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self,9.390933990478516,16.950180053710938
1,5422,bigcodebench,BigCodeBench/270,270,deepseek_base,173,same_text__bigcodebench__task_0270__gen_00__BigCodeBench_270.npz,True,improvement,53.7828483581543,29,16.76300578034682,test,"findall(r'\w+', sentence)\n    return dict(Counter(words))\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test",25.748096466064453,28.041385650634766
2,5422,bigcodebench,BigCodeBench/453,453,deepseek_base,82,same_text__bigcodebench__task_0453__gen_00__BigCodeBench_453.npz,True,improvement,53.64854049682617,50,60.97560975609756,test," range(n))\n        if re.match(pattern, s):\n            return s\n\n#tests/test_task_func.py\nimport pytest\nimport re\nimport string\nfrom random import choice\nfrom task",25.847383499145508,27.80780601501465
3,5422,bigcodebench,BigCodeBench/1097,1097,deepseek_base,253,same_text__bigcodebench__task_1097__gen_00__BigCodeBench_1097.npz,True,improvement,53.63393020629883,98,38.73517786561265,test,'.join([char for char in text if char not in punctuation])\n    return text\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test,26.034868240356445,27.605710983276367
4,5422,bigcodebench,BigCodeBench/21,21,deepseek_base,383,same_text__bigcodebench__task_0021__gen_00__BigCodeBench_21.npz,True,improvement,53.6323127746582,95,24.804177545691907,test,",\n        'Memory Usage': f'{memory_usage}%'\n    }\n\n#tests/test_task_func.py\nimport unittest\nfrom unittest.mock import patch\n\nfrom task",25.692468643188477,27.946481704711914
5,5422,bigcodebench,BigCodeBench/0,0,deepseek_base,289,same_text__bigcodebench__task_0000__gen_00__BigCodeBench_0.npz,True,both_fail,53.542137145996094,180,62.28373702422145,test, of the list\n    return calculate_average_of_sums(numbers)\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test,25.5266170501709,28.02216339111328
6,5422,bigcodebench,BigCodeBench/818,818,deepseek_base,196,same_text__bigcodebench__task_0818__gen_00__BigCodeBench_818.npz,True,both_fail,53.52434158325195,69,35.204081632653065,test,lower() for word in words if word.strip()]\n\n    return cleaned_words\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test,25.577919006347656,27.953081130981445
7,5422,bigcodebench,BigCodeBench/931,931,deepseek_base,293,same_text__bigcodebench__task_0931__gen_00__BigCodeBench_931.npz,True,improvement,53.496402740478516,159,54.26621160409557,test,[i:i+2]] += 1\n\n    return two_letter_counts\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test,25.604759216308594,27.898256301879883
8,5422,bigcodebench,BigCodeBench/874,874,deepseek_base,227,same_text__bigcodebench__task_0874__gen_00__BigCodeBench_874.npz,True,improvement,53.408912658691406,80,35.242290748898675,test,", b in zip_longest(points[:-1], points[1:])]\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test",25.799819946289062,27.615711212158203
9,5422,bigcodebench,BigCodeBench/934,934,deepseek_base,244,same_text__bigcodebench__task_0934__gen_00__BigCodeBench_934.npz,True,both_fail,53.40399932861328,110,45.08196721311475,test,5 hash\n    return hashlib.md5(result.encode()).hexdigest()\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test,25.482852935791016,27.927780151367188
10,5422,bigcodebench,BigCodeBench/864,864,deepseek_base,151,same_text__bigcodebench__task_0864__gen_00__BigCodeBench_864.npz,True,both_fail,53.35078048706055,123,81.45695364238411,test, 'Average Count']].rename(columns={'Count': 'Total Count'})\n\n#tests/test_task_func.py\nimport pytest\nimport pandas as pd\nfrom task_func import task,25.7739315032959,27.58348846435547
11,5422,bigcodebench,BigCodeBench/118,118,deepseek_base,491,same_text__bigcodebench__task_0118__gen_00__BigCodeBench_118.npz,True,both_fail,53.349090576171875,192,39.10386965376782,test,)\n        copied_files.append(dst)\n\n    return copied_files\n\n#tests/test_task_func.py\nimport os\nimport shutil\nimport unittest\nfrom task_func import,25.23447036743164,28.121259689331055
12,5422,bigcodebench,BigCodeBench/1108,1108,deepseek_base,285,same_text__bigcodebench__task_1108__gen_00__BigCodeBench_1108.npz,True,both_fail,53.30009460449219,171,60.0,test,                    counts[value] += 1\n\n    # Return the counts dictionary\n    return counts\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test,25.535415649414062,27.771329879760742
13,5422,bigcodebench,BigCodeBench/332,332,deepseek_base,262,same_text__bigcodebench__task_0332__gen_00__BigCodeBench_332.npz,True,both_fail,53.28126907348633,116,44.274809160305345,test,    # Return the word counts as a dictionary\n    return dict(word_counts)\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\n\nclass,25.637678146362305,27.650253295898438
14,5422,bigcodebench,BigCodeBench/5,5,deepseek_base,173,same_text__bigcodebench__task_0005__gen_00__BigCodeBench_5.npz,True,improvement,53.20655822753906,152,87.86127167630057,test,2 for x in value) / len(value))\n\n    return sd_dict\n\n#tests/test_task_func.py\nimport pytest\nfrom task_func import task_func\n,25.505264282226562,27.707950592041016
15,5422,bigcodebench,BigCodeBench/145,145,deepseek_base,133,same_text__bigcodebench__task_0145__gen_00__BigCodeBench_145.npz,True,both_fail,53.150604248046875,113,84.9624060150376,test,            writer.writerow([str(ip)])\n\n    return csv_path\n\n#tests/test_task.py\nimport os\nimport pytest\nfrom task import task_func\n,25.221881866455078,27.93536376953125
16,5422,bigcodebench,BigCodeBench/466,466,deepseek_base,303,same_text__bigcodebench__task_0466__gen_00__BigCodeBench_466.npz,True,improvement,53.11991500854492,74,24.422442244224424,test,"    return json.dumps(my_obj, cls=CustomJSONEncoder)\n\n#tests/test_task_01.py\nimport unittest\nfrom task_01 import task_func, Color",25.63771629333496,27.48879051208496
17,5422,bigcodebench,BigCodeBench/510,510,deepseek_base,512,same_text__bigcodebench__task_0510__gen_00__BigCodeBench_510.npz,True,both_fail,53.09037780761719,120,23.4375,test,", tofile=file_path2)\n    return '\n'.join(diff)\n\n#tests/test_task_func.py\nimport unittest\nimport os\nimport gzip\nimport tempfile\nimport",25.553510665893555,27.543495178222656
18,5422,bigcodebench,BigCodeBench/2,2,deepseek_base,284,same_text__bigcodebench__task_0002__gen_00__BigCodeBench_2.npz,True,improvement,53.088462829589844,134,47.183098591549296,test,"mean(item[1]), reverse=True)}\n    \n    return sorted_dict\n\n#tests/test_task_func.py\nimport unittest\nimport random\nfrom task_func import task_func\n",25.30912208557129,27.78598976135254
19,5422,bigcodebench,BigCodeBench/400,400,deepseek_base,507,same_text__bigcodebench__task_0400__gen_00__BigCodeBench_400.npz,True,both_fail,53.03717803955078,181,35.700197238658774,test,.append(file)\n\n    # Return the list of file paths\n    return files\n\n#tests/test_task_func.py\nimport unittest\nimport os\nimport json\nimport tempfile\nfrom task,25.399776458740234,27.644041061401367
20,5422,bigcodebench,BigCodeBench/3,3,deepseek_base,165,same_text__bigcodebench__task_0003__gen_00__BigCodeBench_3.npz,True,improvement,53.03643035888672,138,83.63636363636364,test,_dict[letter] = np.mean(values)\n\n    return mean_dict\n\n#tests/test_task_func.py\nimport pytest\nimport numpy as np\nfrom task_func import task_,25.40105438232422,27.64200210571289
21,5422,bigcodebench,BigCodeBench/701,701,deepseek_base,85,same_text__bigcodebench__task_0701__gen_00__BigCodeBench_701.npz,True,improvement,53.01169967651367,57,67.05882352941177,test,", y)\n    score = model.score(X, y)\n    return score\n\n#tests/test_task_func.py\nimport pytest\nimport pandas as pd\nfrom task_func import task",25.108078002929688,27.91025733947754
22,5422,bigcodebench,BigCodeBench/849,849,deepseek_base,237,same_text__bigcodebench__task_0849__gen_00__BigCodeBench_849.npz,True,both_fail,53.00177764892578,119,50.21097046413502,test,\n        word_counts.update(words)\n\n    return word_counts\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test,25.409252166748047,27.599180221557617
23,5422,bigcodebench,BigCodeBench/279,279,deepseek_base,140,same_text__bigcodebench__task_0279__gen_00__BigCodeBench_279.npz,True,improvement,52.982723236083984,113,80.71428571428571,test,"x*5])\n    # Return the hands and the counter\n    return hands, counter\n\n#tests/test_task_func.py\nimport pytest\nfrom task_func import task_func\nfrom collections import C",25.457345962524414,27.532014846801758
24,5422,bigcodebench,BigCodeBench/97,97,deepseek_base,511,same_text__bigcodebench__task_0097__gen_00__BigCodeBench_97.npz,True,improvement,52.97923278808594,136,26.614481409001957,test, products]\n\n    # Sum the logarithms\n    return sum(logarithms)\n\n#tests/test_task_func.py\nimport unittest\nimport math\nfrom task_func import task_func\n,25.30251693725586,27.683307647705078
25,5422,bigcodebench,BigCodeBench/841,841,deepseek_base,229,same_text__bigcodebench__task_0841__gen_00__BigCodeBench_841.npz,True,improvement,52.96563720703125,109,47.59825327510917,test,")\n    except (json.JSONDecodeError, KeyError):\n        return {}\n\n#tests/test_task.py\nimport unittest\nfrom task import task_func\n\nclass TestTask(unitt",25.277990341186523,27.69424819946289
26,5422,bigcodebench,BigCodeBench/706,706,deepseek_base,407,same_text__bigcodebench__task_0706__gen_00__BigCodeBench_706.npz,True,improvement,52.95866394042969,199,48.894348894348894,test," = accuracy_score(y_test, y_pred)\n    \n    return accuracy\n\n#tests/test_task_func.py\nimport unittest\nimport numpy as np\nfrom task_func import task",24.94391632080078,28.021358489990234
27,5422,bigcodebench,BigCodeBench/712,712,deepseek_base,122,same_text__bigcodebench__task_0712__gen_00__BigCodeBench_712.npz,True,improvement,52.94906234741211,91,74.59016393442623,test,".move(file, dest_dir)\n        result += 1\n\n    return result\n\n#tests/test_task_func.py\nimport os\nimport shutil\nimport glob\nimport pytest\nfrom task_",25.241844177246094,27.713855743408203
28,5422,bigcodebench,BigCodeBench/1109,1109,deepseek_base,263,same_text__bigcodebench__task_1109__gen_00__BigCodeBench_1109.npz,True,improvement,52.948951721191406,48,18.250950570342205,test, file:\n            tokens.extend(word_tokenize(line))\n        return tokens\n\n#tests/test_task.py\nimport unittest\nfrom task import task_func\n\nclass TestTask(unitt,25.227025985717773,27.728532791137695
29,5422,bigcodebench,BigCodeBench/364,364,deepseek_base,486,same_text__bigcodebench__task_0364__gen_00__BigCodeBench_364.npz,True,improvement,52.94593048095703,127,26.131687242798353,test,"\n    model.fit(X_train, y_train)\n\n    return model\n\n#tests/test_task_func.py\nimport unittest\nimport pandas as pd\nfrom task_func import",25.29943084716797,27.653135299682617
30,5422,bigcodebench,BigCodeBench/236,236,deepseek_base,460,same_text__bigcodebench__task_0236__gen_00__BigCodeBench_236.npz,True,improvement,52.90915298461914,249,54.130434782608695,test," = accuracy_score(y_test, y_pred)\n    \n    return accuracy\n\n#tests/test_task_func.py\nimport unittest\nimport pandas as pd\nfrom task_func import",25.066051483154297,27.849742889404297
31,5422,bigcodebench,BigCodeBench/778,778,deepseek_base,205,same_text__bigcodebench__task_0778__gen_00__BigCodeBench_778.npz,True,improvement,52.89854049682617,184,89.7560975609756,test,articles[category].extend(articles)\n\n    return grouped_articles\n\n#tests/test_task_func.py\nimport pytest\nfrom task_func import task_func\n,25.460491180419922,27.444692611694336
32,5422,bigcodebench,BigCodeBench/971,971,deepseek_base,229,same_text__bigcodebench__task_0971__gen_00__BigCodeBench_971.npz,True,both_fail,52.85108184814453,205,89.51965065502183,test,"name, file_size, creation_time, modification_time))\n\n    return result\n\n#tests/test_task_func.py\nimport os\nimport pytest\nfrom task_func import task_func\n",25.42628288269043,27.43145751953125
33,5422,bigcodebench,BigCodeBench/144,144,deepseek_base,422,same_text__bigcodebench__task_0144__gen_00__BigCodeBench_144.npz,True,improvement,52.82252502441406,226,53.55450236966825,test,", ignore and continue to the next IP address\n            pass\n\n    return active_ips\n\n#tests/test_task_func.py\nimport unittest\nimport ipaddress\nfrom task_func import task_func",24.974960327148438,27.854225158691406
34,5422,bigcodebench,BigCodeBench/606,606,deepseek_base,228,same_text__bigcodebench__task_0606__gen_00__BigCodeBench_606.npz,True,both_fail,52.7914924621582,64,28.07017543859649,test, = (df - df.mean()) / df.std()\n    \n    return df\n\n#tests/test_task.py\nimport unittest\nimport numpy as np\nimport pandas as pd\nfrom,25.13916778564453,27.658946990966797
35,5422,bigcodebench,BigCodeBench/783,783,deepseek_base,403,same_text__bigcodebench__task_0783__gen_00__BigCodeBench_783.npz,True,improvement,52.76476287841797,103,25.558312655086848,test, dest_path)\n            files_moved += 1\n    return files_moved\n\n#tests/test_task_func.py\nimport os\nimport shutil\nimport tempfile\nimport unittest\n\n,25.059551239013672,27.71184730529785
36,5422,bigcodebench,BigCodeBench/565,565,deepseek_base,473,same_text__bigcodebench__task_0565__gen_00__BigCodeBench_565.npz,True,both_fail,52.7338752746582,283,59.830866807610995,test,    # Return the actual name of the loaded DLL file\n    return dll._name\n\n#tests/test_task_func.py\nimport os\nimport unittest\nfrom task_func import task_func\n,25.138591766357422,27.601871490478516
37,5422,bigcodebench,BigCodeBench/906,906,deepseek_base,479,same_text__bigcodebench__task_0906__gen_00__BigCodeBench_906.npz,True,both_fail,52.710086822509766,231,48.225469728601254,test,".write(file_path, arcname=file)\n\n    return archive_path\n\n#tests/test_task_func.py\nimport os\nimport pytest\nimport shutil\nimport zipfile\nfrom task",25.033031463623047,27.6837100982666
38,5422,bigcodebench,BigCodeBench/1,1,deepseek_base,359,same_text__bigcodebench__task_0001__gen_00__BigCodeBench_1.npz,True,improvement,52.69332504272461,113,31.47632311977716,test,counts = collections.Counter(random_string)\n\n    return char_counts\n\n#tests/test_task_func.py\nimport unittest\nfrom unittest.mock import patch\nfrom task_,25.103281021118164,27.596660614013672
39,5422,bigcodebench,BigCodeBench/186,186,deepseek_base,512,same_text__bigcodebench__task_0186__gen_00__BigCodeBench_186.npz,True,both_fail,52.68138122558594,296,57.8125,test,"\n                distances[(name1, name2)] = distance\n\n    return m, distances\n\n#tests/test_task_func.py\nimport unittest\nimport folium\nfrom task_func import task_func",25.33556365966797,27.35247802734375
40,5422,bigcodebench,BigCodeBench/806,806,deepseek_base,249,same_text__bigcodebench__task_0806__gen_00__BigCodeBench_806.npz,True,both_fail,52.66820526123047,93,37.34939759036145,test,"ltk.ngrams(text.split(), n))\n    return ngrams\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test",25.333356857299805,27.341495513916016
41,5422,bigcodebench,BigCodeBench/1076,1076,deepseek_base,512,same_text__bigcodebench__task_1076__gen_00__BigCodeBench_1076.npz,True,both_fail,52.65756607055664,174,33.984375,test,"': time_strings, 'Converted Time': converted_times})\n\n    return df\n\n#tests/test_task_func.py\nimport unittest\nimport pandas as pd\nfrom task_func import",25.188007354736328,27.476198196411133
42,5422,bigcodebench,BigCodeBench/154,154,deepseek_base,511,same_text__bigcodebench__task_0154__gen_00__BigCodeBench_154.npz,True,both_fail,52.65049743652344,180,35.22504892367906,test,imetypes.guess_type(file)[0]\n\n    return file_types\n\n#tests/test_task_func.py\nimport unittest\nimport os\nimport tempfile\nimport shutil\nfrom,25.12995147705078,27.527101516723633
43,5422,bigcodebench,BigCodeBench/412,412,deepseek_base,419,same_text__bigcodebench__task_0412__gen_00__BigCodeBench_412.npz,True,both_fail,52.63036346435547,107,25.536992840095465,test,oded_value)\n        result[key] = normalized_value\n\n    return result\n\n#tests/test_task.py\nimport unittest\nimport os\nimport json\nimport base64\nimport unic,25.201278686523438,27.435712814331055
44,5422,bigcodebench,BigCodeBench/736,736,deepseek_base,197,same_text__bigcodebench__task_0736__gen_00__BigCodeBench_736.npz,True,improvement,52.60011291503906,61,30.96446700507614,test, = stats.mode(flat_list)[0][0]\n    \n    return mode\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test,25.013029098510742,27.59370994567871
45,5422,bigcodebench,BigCodeBench/910,910,deepseek_base,507,same_text__bigcodebench__task_0910__gen_00__BigCodeBench_910.npz,True,improvement,52.58024215698242,292,57.59368836291913,test,    ax.set_title('Frequency of Letters')\n    \n    return ax\n\n#tests/test_task_func.py\nimport unittest\nimport numpy as np\nimport matplotlib.py,25.208595275878906,27.37826919555664
46,5422,bigcodebench,BigCodeBench/832,832,deepseek_base,503,same_text__bigcodebench__task_0832__gen_00__BigCodeBench_832.npz,True,both_fail,52.56565856933594,136,27.037773359840955,test,":\n        print(f""An error occurred: {e}"")\n        return False\n\n#tests/test_task_func.py\nimport unittest\nfrom unittest.mock import patch, mock_open",24.510944366455078,28.061349868774414
47,5422,bigcodebench,BigCodeBench/19,19,deepseek_base,306,same_text__bigcodebench__task_0019__gen_00__BigCodeBench_19.npz,True,both_fail,52.56317901611328,179,58.49673202614379,test,"(file, os.path.basename(file))\n\n    return zip_path\n\n#tests/test_task_func.py\nimport os\nimport pytest\nimport shutil\nimport zipfile\nfrom task",24.977054595947266,27.59278106689453
48,5422,bigcodebench,BigCodeBench/311,311,deepseek_base,475,same_text__bigcodebench__task_0311__gen_00__BigCodeBench_311.npz,True,both_fail,52.56317138671875,214,45.05263157894737,test,"\n    return {'mean': mean, 'median': median, 'mode': mode}\n\n#tests/test_task_func.py\nimport unittest\nimport numpy as np\nfrom task_func import task",25.262208938598633,27.307662963867188
49,5422,bigcodebench,BigCodeBench/26,26,deepseek_base,292,same_text__bigcodebench__task_0026__gen_00__BigCodeBench_26.npz,True,improvement,52.56145477294922,145,49.657534246575345,test,64encode(encrypted_message)\n\n    return encrypted_message.decode()\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test,25.0718994140625,27.49618148803711
50,5422,bigcodebench,BigCodeBench/920,920,deepseek_base,225,same_text__bigcodebench__task_0920__gen_00__BigCodeBench_920.npz,True,both_fail,52.55328369140625,70,31.11111111111111,test,    plt.title('Correlation Matrix')\n    return plt.gca()\n\n#tests/test_task_func.py\nimport unittest\nimport pandas as pd\nimport seaborn as,25.217281341552734,27.342647552490234
51,5422,bigcodebench,BigCodeBench/367,367,deepseek_base,499,same_text__bigcodebench__task_0367__gen_00__BigCodeBench_367.npz,True,both_fail,52.53801727294922,296,59.3186372745491,test,", 10, 26)]\nax = task_func(activities)\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\nfrom datetime import",24.97808837890625,27.566553115844727
52,5422,bigcodebench,BigCodeBench/943,943,deepseek_base,325,same_text__bigcodebench__task_0943__gen_00__BigCodeBench_943.npz,True,both_fail,52.534873962402344,172,52.92307692307692,test,", 'seasonal': decomposition.seasonal, 'residual': decomposition.resid}\n\n#tests/test_task.py\nimport unittest\nimport pandas as pd\nfrom task import task_func\n",24.974449157714844,27.567058563232422
53,5422,bigcodebench,BigCodeBench/668,668,deepseek_base,484,same_text__bigcodebench__task_0668__gen_00__BigCodeBench_668.npz,True,improvement,52.533390045166016,166,34.29752066115702,test," # If no subsequence with positive values is found, return an empty list\n    return []\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test",24.932764053344727,27.607276916503906
54,5422,bigcodebench,BigCodeBench/728,728,deepseek_base,512,same_text__bigcodebench__task_0728__gen_00__BigCodeBench_728.npz,True,both_fail,52.48860168457031,233,45.5078125,test," data as a string\n    return data, converted_csv.decode(to_encoding)\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test",25.0781307220459,27.417144775390625
55,5422,bigcodebench,BigCodeBench/830,830,deepseek_base,299,same_text__bigcodebench__task_0830__gen_00__BigCodeBench_830.npz,True,both_fail,52.4788818359375,80,26.755852842809364,test," written_data\n    except Exception as e:\n        return False, str(e)\n\n#tests/test_task_func.py\nimport unittest\nimport os\nimport json\nfrom task_func import task",24.857025146484375,27.628524780273438
